timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-28T15:14:34,A3,8566fc26-6244-47df-8dff-fb4eeac4573f,0.0834043025970459,0.0001452788930685,0.0017418632917595,62.5,0.0,141.20075225830078,0.000247091891037,0,0.0005581431357817,0.0008052350268188,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-28T15:16:25,A3,0095d341-98f6-473d-9ea7-23c9888b6698,0.0681812763214111,0.0001459574540575,0.0021407263391413,62.5,0.0,141.20075225830078,0.0002482432292567,0,0.0005607528468416,0.0008089960760983,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-28T15:20:05,A3,c6eee832-ac35-4268-89a4-147e8bb5703a,0.07223796844482422,0.00014393747748533918,0.0019925460333962666,62.5,0.0,141.20075225830078,0.0002448101093371709,0,0.0005529898745077846,0.0007977999838449555,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N,1.0
