timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-31T08:31:25,A4,bbef72b0-aa8a-4e5c-93b9-0a7f8463abd1,2.436342477798462,0.003699246409691092,0.0015183605931436293,62.5,0.0,141.20075225830078,0.006291040455301602,0,0.014212714212697663,0.020503754667999266,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N,1.0
