task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_model,2024-05-27T16:17:50,A1,a2de40e6-9e09-4940-b0e5-dbf847ed05c2,201.10821652412415,0.0020530550249585233,1.0208667565838237e-05,62.5,0.0,141.20075225830078,0.0034914741002851062,0,0.007887961571092046,0.011379435671377152,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
analyse_save,2024-05-27T16:18:06,A1,a2de40e6-9e09-4940-b0e5-dbf847ed05c2,16.167802095413208,0.0001650377594713589,1.0208242342165229e-05,62.5,0.0,141.20075225830078,0.0002806763806276853,0,0.0006340758030311464,0.0009147521836588308,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
