Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,No. Unique PER,No. Unique LOC,No. Unique ORG,N_WORDS
0107.b6.txt,1736.909,1213.282,881.226,408.685,8,0,1,783
0137.b6.txt,1748.999,1255.007,907.877,534.045,1,0,0,749
0151.b6.txt,1516.291,1328.321,676.692,563.91,9,0,0,798
0157.b6.txt,1215.47,1395.028,704.42,635.359,5,0,0,724
0158.b6.txt,1522.491,1257.209,749.712,657.439,10,0,0,867
0178.b6.txt,1752.904,1119.324,897.571,559.662,6,0,2,947
0185.b6.txt,1609.195,1307.471,747.126,416.667,8,0,0,696
0198.b6.txt,1542.94,1193.595,727.802,451.237,8,0,0,687
0219.b6.txt,1687.587,1311.018,516.039,376.569,6,1,0,717
0223.b6.txt,1706.102,1207.97,684.932,635.118,12,0,0,803
0238.b6.txt,1384.863,1417.069,805.153,418.68,3,0,0,621
0318.b6.txt,1754.902,980.392,852.941,450.98,9,0,2,1020
